"taxonUUID","taxonRank","kingdom","simplifiedScientificName","current_redlistTW","suggested_redlistTW","source_process"
"248a53ac-265e-4e81-8eff-c827b4e26c9a","species","Plantae","Pistia stratiotes","NA",NA,"corrected_redlistTW"
"a7c7fa3d-8fe5-4fcc-9574-ad70b8185a89","species","Plantae","Schismatoglottis kotoensis","VU","NVU","corrected_redlistTW"
"23a3fecd-3e90-4be5-b8a2-4a5f874d2f91","species","Plantae","Spirodela polyrhiza","LC","NLC","corrected_redlistTW"
"b120dfce-2efa-439b-bb2a-ad932b8c678f","species","Plantae","Syngonium podophyllum","NA",NA,"corrected_redlistTW"
"99a80555-483a-4a5a-85fa-d52ce2db7146","species","Plantae","Typhonium blumei","LC","NLC","corrected_redlistTW"
"b447c3f1-5d41-4f8a-b573-dfb8bf6ed523","species","Plantae","Wolffia globosa","","NLC","corrected_redlistTW"
"f2545a9d-8557-46ad-82f6-87d5cad9bc37","species","Plantae","Sagittaria pygmaea","NT","NNT","corrected_redlistTW"
"a2871634-ff2b-49f6-b4ca-57adc01ec759","species","Plantae","Blyxa aubertii","NT","NNT","corrected_redlistTW"
"66e9fd20-d1c4-4264-9ea6-fd781cf85ecd","species","Plantae","Blyxa japonica","NT","NNT","corrected_redlistTW"
"07357ff7-55bf-443d-813d-0fdf048b45e9","species","Plantae","Halophila beccarii","LC","NLC","corrected_redlistTW"
"2cde9dc7-d57d-47ec-ae4e-9b7df19f1864","species","Plantae","Halophila decipiens","LC","NLC","corrected_redlistTW"
"1a3b3abb-9bb8-4d58-8099-faee2707ff89","species","Plantae","Halophila ovalis","LC","NLC","corrected_redlistTW"
"b325d15c-d514-43f1-a5c4-7132ff1571e7","species","Plantae","Najas browniana","VU","NVU","corrected_redlistTW"
"7ba9e2d0-17b9-4d6b-80b0-3d96806bc993","species","Plantae","Najas gracillima","LC","NLC","corrected_redlistTW"
"7fc6f977-d5b0-4929-ac0e-aae81f5b65da","species","Plantae","Najas graminea","LC","NLC","corrected_redlistTW"
"3247c6d4-2d02-44c7-bea9-371b330c42fe","species","Plantae","Najas marina","NT","NNT","corrected_redlistTW"
"9e9b1d86-1f0f-4030-935d-260dfae956bb","species","Plantae","Ottelia alismoides","NT","NNT","corrected_redlistTW"
"891c9e12-9793-40b1-a5f4-35bafb36e645","species","Plantae","Thalassia hemprichii","LC","NLC","corrected_redlistTW"
"e387e718-e92a-46b9-a20c-0262ad353e47","species","Plantae","Vallisneria americana","NA",NA,"corrected_redlistTW"
"dadcb82e-f43c-4035-8afe-80f4bc46368b","species","Plantae","Limnobium laevigatum","NA",NA,"corrected_redlistTW"
"81e30b49-9675-4036-9dc2-8f320443b482","species","Plantae","Aponogeton taiwanensis","CR","NCR","corrected_redlistTW"
"a7545bd3-41de-4958-99b1-a088097a7d3c","species","Plantae","Potamogeton crispus","LC","NLC","corrected_redlistTW"
"2e0da23c-757f-4104-baa0-65f1eb2d6214","species","Plantae","Potamogeton cristatus","CR","NCR","corrected_redlistTW"
"67dc11e8-0e61-40fc-a772-a8dff7ee1e7e","species","Plantae","Potamogeton distinctus","VU","NVU","corrected_redlistTW"
"a8a62819-aa1e-4a51-8f74-87e1adf7634d","species","Plantae","Potamogeton maackianus","EN","NEN","corrected_redlistTW"
"e995a745-d2b0-43f1-a705-e323d6c89e87","species","Plantae","Potamogeton pusillus","VU","NVU","corrected_redlistTW"
"07cb00eb-611e-4c1e-939b-495aa00f6be4","species","Plantae","Zannichellia palustris","VU","NVU","corrected_redlistTW"
"d2d550cd-5d4b-41b5-800d-92b755c062c0","species","Plantae","Stuckenia pectinata","LC","NLC","corrected_redlistTW"
"46d2b682-e91a-4e1b-b0fd-542923c07d68","species","Plantae","Ruppia maritima","LC","NLC","corrected_redlistTW"
"3a46ee3d-c772-4dbd-b3e4-28c03fd6f812","species","Plantae","Halodule pinifolia","LC","NLC","corrected_redlistTW"
"027fc271-8a06-4510-9f19-7fe19c1c2654","species","Plantae","Aletris spicata","LC","NLC","corrected_redlistTW"
"132fb953-abe2-49c4-8e5d-53dcb48cd125","species","Plantae","Burmannia cryptopetala","VU","NVU","corrected_redlistTW"
"d500b25f-aa51-46a8-a765-b3aff7335adf","species","Plantae","Burmannia itoana","NT","NNT","corrected_redlistTW"
"e600ce2b-7aaa-4622-8a26-1a10572f4fe2","species","Plantae","Gymnosiphon aphyllus","EN","NEN","corrected_redlistTW"
"b2c08163-e1e8-40fb-87fb-9b0996a1d014","species","Plantae","Thismia taiwanensis","CR","NCR","corrected_redlistTW"
"fcdbedea-8682-4272-8d78-31eedbbaf4af","species","Plantae","Dioscorea bulbifera","LC","NLC","corrected_redlistTW"
"16847b58-aa36-4890-95c4-8e80022ea564","species","Plantae","Dioscorea codonopsidifolia","LC","NLC","corrected_redlistTW"
"737bdadb-8e8d-4f41-a5d2-5eac98c964dc","species","Plantae","Dioscorea collettii","LC","NLC","corrected_redlistTW"
"fddcbc28-861c-4ccf-82bb-54ee09eed213","species","Plantae","Dioscorea doryphora","LC","NLC","corrected_redlistTW"
"9cf57b96-b2db-4498-b46e-541130196d0a","species","Plantae","Dioscorea kaoi","LC","NLC","corrected_redlistTW"
"7012b976-0aa4-4044-9654-2f7b4bcc5fe6","species","Plantae","Dioscorea sansibarensis","NA",NA,"corrected_redlistTW"
"3d0f7127-ea08-40b7-a63c-e2f035a5ed4b","species","Plantae","Tacca leontopetaloides","CR","NCR","corrected_redlistTW"
"1690c91c-9b12-4267-bc5b-836c8b8bb1fd","species","Plantae","Sciaphila arfakiana","EN","NEN","corrected_redlistTW"
"29a0cb06-2c72-422d-b185-7d37a83ea2af","species","Plantae","Sciaphila ramosa","EN","NEN","corrected_redlistTW"
"6c8319a6-78ee-4f2f-b94a-ef61b2cb8619","species","Plantae","Sciaphila secundiflora","EN","NEN","corrected_redlistTW"
"f313b274-ea3c-4a66-9579-90b8f7ddb8ab","species","Plantae","Carludovica palmata","NA",NA,"corrected_redlistTW"
"fa39d9c8-18c1-4f58-a455-e2de07519346","species","Plantae","Freycinetia formosana","LC","NLC","corrected_redlistTW"
"ee48551a-7cf3-4b3b-b5fe-a48c73fa498f","species","Plantae","Trillium tschonoskii","NT","NNT","corrected_redlistTW"
"e7461a10-7397-4f69-bb72-d9b03209d91d","species","Plantae","Ypsilandra thibetica","LC","NLC","corrected_redlistTW"
"508356c5-fa34-4dab-9927-bff56d9fcbd5","species","Plantae","Disporum shimadae","LC","NLC","corrected_redlistTW"
"361f0ed3-0d37-4d29-9044-57b8ec7902f0","species","Plantae","Sandersonia aurantiaca","NE","","corrected_redlistTW"
"c4aab60f-5265-4e36-b0fd-1d635551bc17","species","Plantae","Smilax arisanensis","LC","NLC","corrected_redlistTW"
"0763d66b-bef6-4f9d-ad7b-7d7e2aa47d07","species","Plantae","Smilax china","LC","NLC","corrected_redlistTW"
"83a619ad-577e-49be-a692-7da43373860b","species","Plantae","Smilax corbularia","LC","NLC","corrected_redlistTW"
"f13e87a5-b41b-4457-ad3d-a17a480cbf1d","species","Plantae","Smilax discotis","LC","NLC","corrected_redlistTW"
"c46fcef3-3b0b-4245-b53b-89f354c9fba2","species","Plantae","Smilax elongato-umbellata","LC","NLC","corrected_redlistTW"
"75f10c8e-49e0-496e-9968-01dd2b034d13","species","Plantae","Smilax glabra","LC","NLC","corrected_redlistTW"
"2987f18e-67dd-4920-9b13-6112d6e77212","species","Plantae","Smilax hayatae","LC","NLC","corrected_redlistTW"
"f9e551a0-f733-426a-aafc-74964cd875cf","species","Plantae","Smilax horridiramula","LC","NLC","corrected_redlistTW"
"e53b002c-5ff0-4e5c-8de9-65d0fb4b4f07","species","Plantae","Smilax insularis","LC","NLC","corrected_redlistTW"
"7b6c5b5e-f8ab-459f-b086-d26cfbb3ab21","species","Plantae","Smilax koyamae","LC","NLC","corrected_redlistTW"
"ca2512d4-dd9f-4807-8b82-1bca8d2de71a","species","Plantae","Smilax nipponica","VU","NVU","corrected_redlistTW"
"8a329b4f-5ab3-40d5-a301-ec953d977460","species","Plantae","Smilax riparia","LC","NLC","corrected_redlistTW"
"e407ecb8-cabe-4a51-be0f-e2dc18751e19","species","Plantae","Smilax taipeiensis","LC","NLC","corrected_redlistTW"
"3b960231-7ea1-422d-8935-93c88b85b95e","species","Plantae","Lilium formosanum","LC","NLC","corrected_redlistTW"
"e877c5de-6aa4-4250-bbb4-6bc8a5e4cbff","species","Plantae","Tricyrtis suzukii","VU","NVU","corrected_redlistTW"
"ce74814a-60a7-418e-ab22-0c1cea736842","species","Plantae","Aeridostachya robusta","CR","NCR","corrected_redlistTW"
"8fbf9301-6883-4ef5-9bbd-e90368c2be50","species","Plantae","Anoectochilus formosanus","LC","NLC","corrected_redlistTW"
"29014d77-a562-4e59-abec-9be4876f89e0","species","Plantae","Appendicula kotoensis","VU","NVU","corrected_redlistTW"
"5f86906c-9810-4d03-ac27-3ee6117da423","species","Plantae","Arachnis labrosa","LC","NLC","corrected_redlistTW"
"3b5f60c1-7b03-4df7-a074-c0e7c331e500","species","Plantae","Bulbophyllum drymoglossum","LC","NLC","corrected_redlistTW"
"11cb2fde-0521-46c6-9471-859a83488bd2","species","Plantae","Bulbophyllum insulsoides","LC","NLC","corrected_redlistTW"
"4007622d-0f6f-4bb2-a105-5161be01f0dd","species","Plantae","Bulbophyllum japonicum","LC","NLC","corrected_redlistTW"
"41d7a10f-4686-4f5f-a047-da0fa89419d8","species","Plantae","Bulbophyllum melanoglossum","LC","NLC","corrected_redlistTW"
"dbb4f737-6494-4196-8b97-573c751dd510","species","Plantae","Bulbophyllum pauciflorum","CR","NCR","corrected_redlistTW"
"f1ec50fe-59bf-46ba-b7be-8586bc6054fe","species","Plantae","Bulbophyllum pingtungense","EN","NEN","corrected_redlistTW"
"a3371c83-7ea9-4d3a-9ebf-396cb6424af9","species","Plantae","Bulbophyllum rubrolabellum","VU","NVU","corrected_redlistTW"
"c873247f-e79c-4bf1-8286-c9f367260a72","species","Plantae","Bulbophyllum taiwanense","NT","NNT","corrected_redlistTW"
"31153896-5217-4178-833e-a399510417be","species","Plantae","Bulbophyllum tokioi","NT","NNT","corrected_redlistTW"
"0d29a25c-2c7a-4195-a6a3-3255d52b3a41","species","Plantae","Bulbophyllum umbellatum","LC","NLC","corrected_redlistTW"
"ec248abe-ef1b-4f39-b2fb-8562bfd5b8f7","species","Plantae","Calanthe alpina","CR","NCR","corrected_redlistTW"
"68659e21-b8ae-4a8e-b682-c3347593e853","species","Plantae","Calanthe arisanensis","LC","NLC","corrected_redlistTW"
"ce3b0386-6f22-4a7a-ab9e-2c1e4c98522b","species","Plantae","Calanthe aristulifera","LC","NLC","corrected_redlistTW"
"4d6d4175-181f-4ff3-b83a-eb5ae9ad6e28","species","Plantae","Calanthe davidii","LC","NLC","corrected_redlistTW"
"89d59c83-e90b-4c6c-b838-4c436a10c2d2","species","Plantae","Calanthe graciliflora","LC","NLC","corrected_redlistTW"
"0b4965f6-5674-4da1-a2c1-6692867f7d2a","species","Plantae","Calanthe striata","NT","NNT","corrected_redlistTW"
"938f62f1-7e58-4328-998c-9606e537d955","species","Plantae","Calanthe tricarinata","NT","NNT","corrected_redlistTW"
"93c903a9-ecd3-44c5-9d1c-519187d04ba8","species","Plantae","Calanthe triplicata","LC","NLC","corrected_redlistTW"
"f198e5d8-e791-4140-ab06-a0f33666be0d","species","Plantae","Cephalanthera erecta","VU","NVU","corrected_redlistTW"
"13105b7e-0922-4400-82de-324538812bbb","species","Plantae","Cheirostylis octodactyla","LC","NLC","corrected_redlistTW"
"00959eb4-840d-44c1-9ba0-fae2b72e63ef","species","Plantae","Cheirostylis pusilla","CR","NCR","corrected_redlistTW"
"29d2d227-8e5c-490f-bae1-5981c37e4bdd","species","Plantae","Chiloschista parishii","CR","NCR","corrected_redlistTW"
"c1e1d9ce-8841-46a4-8c37-10363d8362fc","species","Plantae","Collabium chinense","EN","NEN","corrected_redlistTW"
"7f2b6798-29d7-4cce-9496-eb035203dece","species","Plantae","Collabium formosanum","LC","NLC","corrected_redlistTW"
"ffaa54e7-2591-45ca-891b-43df4e11a059","species","Plantae","Corybas puniceus","CR","NCR","corrected_redlistTW"
"bdd89e33-c254-4ab3-9049-2fb536e091a2","species","Plantae","Corybas shanlinshiensis","EN","NEN","corrected_redlistTW"
"a0e5e2cf-3f63-489a-94bd-f5b5bea9c5b2","species","Plantae","Corybas sinii","EN","NEN","corrected_redlistTW"
"cc2f7ea7-9f7e-424d-b9c5-e84d25c5459f","species","Plantae","Corymborkis veratrifolia","EN","NEN","corrected_redlistTW"
"6e3da2a7-f68e-4d95-bff1-ec17413b0cd0","species","Plantae","Cremastra appendiculata","LC","NLC","corrected_redlistTW"
"376496e1-8369-4114-a616-c0b20d24b572","species","Plantae","Crepidium matsudae","LC","NLC","corrected_redlistTW"
"ed7a7308-0fa6-46cb-b13e-538ced276119","species","Plantae","Cryptostylis arachnites","LC","NLC","corrected_redlistTW"
"87ef5eb1-c610-4a47-9a32-4078d7a75729","species","Plantae","Cymbidium dayanum","LC","NLC","corrected_redlistTW"
"bbaec7af-d806-465c-abad-1365a99e8f6e","species","Plantae","Cymbidium ensifolium","","NLC","corrected_redlistTW"
"73709111-92a9-4942-ab77-332d55894bbd","species","Plantae","Cymbidium faberi","VU","NVU","corrected_redlistTW"
"8efa36fc-6284-4d84-9d60-40443546892d","species","Plantae","Cymbidium lancifolium","","NLC","corrected_redlistTW"
"dfe15e90-df42-4402-81a0-bbc0299ac3b3","species","Plantae","Cymbidium macrorhizon","NT","NNT","corrected_redlistTW"
"19e254ca-2adb-43e6-8dcb-f68e24009de2","species","Plantae","Cymbidium tortisepalum","NT","NNT","corrected_redlistTW"
"0fcc073a-cc16-451d-8b5f-7090dd84f126","species","Plantae","Cymbidium cochleare","EN","NEN","corrected_redlistTW"
"8aa4ad0c-7204-4370-bc0a-a275b75edf5a","species","Plantae","Cynorkis fastigiata","NA",NA,"corrected_redlistTW"
"5916bdb7-3e44-474a-b980-c764bbd9974e","species","Plantae","Cypripedium segawae","CR","NCR","corrected_redlistTW"
"058684cf-575f-4616-9adc-7b653ad1ea0a","species","Plantae","Dendrobium chameleon","LC","NLC","corrected_redlistTW"
"ddf111c5-16dd-481c-8b13-298c58d981f1","species","Plantae","Dendrobium chryseum","LC","NLC","corrected_redlistTW"
"7f10435a-7115-44f7-bee0-e444e263ccc2","species","Plantae","Dendrobium crumenatum","VU","NVU","corrected_redlistTW"
"eb6d8531-4085-44f9-9355-3e0262419999","species","Plantae","Dendrobium equitans","NT","NNT","corrected_redlistTW"
"5e6b1624-91e9-44df-aa21-66c425e3cbcc","species","Plantae","Dendrobium furcatopedicellatum","EN","NEN","corrected_redlistTW"
"8fcb11d3-1f67-445f-8cb9-0b4d7b47a727","species","Plantae","Dendrobium leptocladum","LC","NLC","corrected_redlistTW"
"80a54ba6-2444-4d4e-8641-e5c44447d409","species","Plantae","Dendrobium linawianum","CR","NCR","corrected_redlistTW"
"7ce7eec7-b4ed-4af4-832b-d316a27b0707","species","Plantae","Dendrobium luzonense","CR","NCR","corrected_redlistTW"
"44276d71-1a16-4afe-9f91-0606b7597ea4","species","Plantae","Dendrobium nakaharae","LC","NLC","corrected_redlistTW"
"1813ee5d-38ce-47c7-b4f6-822859181584","species","Plantae","Dendrochilum uncatum","VU","NVU","corrected_redlistTW"
"05eae44a-4b67-4ca7-a194-09cde2acfa31","species","Plantae","Didymoplexis micradenia","LC","NLC","corrected_redlistTW"
"cd745965-a897-4554-9e4d-0b243b06abe1","species","Plantae","Didymoplexis pallens","","DD","corrected_redlistTW"
"64342a1f-d8b2-494b-8a10-fdb76bccc9fc","species","Plantae","Epipogium japonicum","NT","NNT","corrected_redlistTW"
"571949fb-74d4-4c96-896b-1a9681a9bd53","species","Plantae","Erythrodes chinensis","LC","NLC","corrected_redlistTW"
"b459763d-cffa-420d-bfd6-6ae2f21c5064","species","Plantae","Eulophia dentata","LC","NLC","corrected_redlistTW"
"4fdce36d-afad-4f66-a446-2576b1e89bb2","species","Plantae","Eulophia graminea","NT","NNT","corrected_redlistTW"
"06cf8c70-74c8-4523-a1e3-7a11b88939b6","species","Plantae","Eulophia zollingeri","LC","NLC","corrected_redlistTW"
"d9e78ac3-4550-4b86-af8c-27f7acd2f993","species","Plantae","Gastrochilus formosanus","LC","NLC","corrected_redlistTW"
"69837678-3aa9-4306-b638-bf2650d69311","species","Plantae","Gastrochilus fuscopunctatus","LC","NLC","corrected_redlistTW"
"5827d990-f75e-422c-b97d-0b9ff3fb1946","species","Plantae","Gastrochilus matsudae","NT","NNT","corrected_redlistTW"
"f9ceb658-bded-4267-a82a-3e2075a136f6","species","Plantae","Gastrodia callosa","NT","NNT","corrected_redlistTW"
"c325e7eb-cf8f-4654-b9da-e4318622dafa","species","Plantae","Gastrodia fontinalis","","NCR","corrected_redlistTW"
"a67e694f-3add-43de-9912-36c70ad7985d","species","Plantae","Gastrodia gracilis","LC","NLC","corrected_redlistTW"
"5b0e4d19-5c85-4085-9ae5-5278d7e56efe","species","Plantae","Gastrodia leoui","LC","NLC","corrected_redlistTW"
"a0a52faa-75de-4383-8d9a-3e7aea4a0bfb","species","Plantae","Gastrodia pubilabiata","VU","NVU","corrected_redlistTW"
"6c910630-cf43-48a5-8d29-25395e22b009","species","Plantae","Gastrodia shimizuana","VU","NVU","corrected_redlistTW"
"4789479b-b91d-41eb-b2c9-7655bdab3720","species","Plantae","Gastrodia uraiensis","NT","NNT","corrected_redlistTW"
"9498472e-7465-4486-be05-28a2f8636f95","species","Plantae","Goodyera fumata","LC","NLC","corrected_redlistTW"
"9ca32bc1-c87d-4b0e-9ba8-52d66655858d","species","Plantae","Goodyera henryi","LC","NLC","corrected_redlistTW"
"6a7f3a54-acac-4b17-bf76-6c79905579d0","species","Plantae","Goodyera nankoensis","LC","NLC","corrected_redlistTW"
"7724cf1b-8641-47bf-9398-0aa4b506cc14","species","Plantae","Goodyera procera","LC","NLC","corrected_redlistTW"
"8194ac62-135c-4b5d-97ca-0a7f65a15bb6","species","Plantae","Goodyera pusilla","NT","NNT","corrected_redlistTW"
"83737a9a-e72a-45b4-8dcd-5b89c557d2e3","species","Plantae","Goodyera robusta","","NLC","corrected_redlistTW"
"b3c347ba-af2d-420c-b8b3-bf5d7c137dae","species","Plantae","Habenaria iyoensis","NT","NNT","corrected_redlistTW"
"9664b39a-e7e0-4777-becb-ddee2f41662a","species","Plantae","Habenaria polytricha","LC","NLC","corrected_redlistTW"
"98951e33-e5ff-4ad4-ab1d-ec5fe19aa109","species","Plantae","Habenaria stenopetala","LC","NLC","corrected_redlistTW"
"e8e000e3-7da5-4c93-a282-657e0d68ce29","species","Plantae","Haraella retrocalla","NT","NNT","corrected_redlistTW"
"3b559261-ad1f-45f8-a124-18c873410c5a","species","Plantae","Holcoglossum quasipinifolium","NT","NNT","corrected_redlistTW"
"7aa9ab19-03d3-4dcc-92fc-c4eb27e39f02","species","Plantae","Hylophila nipponica","NT","NNT","corrected_redlistTW"
"99e2bfe9-1602-4c43-b2a2-4dd01194d7b7","species","Plantae","Lecanorchis ohwii","LC","NLC","corrected_redlistTW"
"82702845-3201-4528-b349-59bc03107a0d","species","Plantae","Lecanorchis taiwaniana","VU","NVU","corrected_redlistTW"
"f9bb7d52-23ca-465d-816f-9c876c0a91b4","species","Plantae","Lecanorchis vietnamica","NT","NNT","corrected_redlistTW"
"28a9e2b2-1a7f-490a-9139-bc91d468dfef","species","Plantae","Liparis campylostalix","EN","NEN","corrected_redlistTW"
"de368275-b263-4d37-805c-f6d0e1eefafb","species","Plantae","Liparis condylobulbon","LC","NLC","corrected_redlistTW"
"41b618b0-d420-40f0-9b53-c97aaa58617a","species","Plantae","Liparis cordifolia","LC","NLC","corrected_redlistTW"
"85a83a0d-10b4-452a-9f8d-4951cebe0e7a","species","Plantae","Liparis derchiensis","EN","NEN","corrected_redlistTW"
"94e7fa58-6c51-4f32-b670-491e7627f795","species","Plantae","Liparis elongata","EN","NEN","corrected_redlistTW"
"2671e6e2-fe90-404f-8814-6ec8a68db657","species","Plantae","Liparis formosana","LC","NLC","corrected_redlistTW"
"8872dd93-df6e-40c1-aaf0-a60510c0cd0d","species","Plantae","Liparis gigantea","LC","NLC","corrected_redlistTW"
"b70e4585-d6be-4885-8bc4-6a62aaf58fc3","species","Plantae","Liparis kawakamii","LC","NLC","corrected_redlistTW"
"bad40c82-3d94-435a-8d10-5b9b0370808b","species","Plantae","Liparis nokoensis","LC","NLC","corrected_redlistTW"
"76eaddef-3b90-4b16-96b5-1abae2b64704","species","Plantae","Liparis reckoniana","EN","NEN","corrected_redlistTW"
"0aa1d0a7-d8f6-4083-bbf6-b72d0350d7a0","species","Plantae","Liparis rubrotincta","VU","NVU","corrected_redlistTW"
"a9f37fef-3d6e-4f8f-9fa0-5922bd286404","species","Plantae","Liparis sasakii","VU","NVU","corrected_redlistTW"
"6cca0c65-a680-46bd-a11b-0f9c5530b118","species","Plantae","Liparis viridiflora","LC","NLC","corrected_redlistTW"
"1d61e9a8-2313-4e5f-bb2e-e427daff4393","species","Plantae","Luisia megasepala","LC","NLC","corrected_redlistTW"
"11a1a678-e3b5-468a-8f8a-7402984a01cc","species","Plantae","Microtis unifolia","LC","NLC","corrected_redlistTW"
"8a11de5d-5e21-45d3-aee2-441eb9e025ac","species","Plantae","Neottia hohuanshanensis","NT","NNT","corrected_redlistTW"
"846b31ff-4db6-4fe4-a39a-449cac266709","species","Plantae","Neottia japonica","LC","NLC","corrected_redlistTW"
"7d3a6fe6-8eaa-42a9-b9ef-9b1a07ecd227","species","Plantae","Neottia meifongensis","EN","NEN","corrected_redlistTW"
"728655ae-26fc-4f9c-8cc6-f918c202caee","species","Plantae","Neottia pseudonipponica","CR","NCR","corrected_redlistTW"
"be564239-6845-4a57-b3cb-293469b4bccb","species","Plantae","Nephelaphyllum tenuiflorum","EN","NEN","corrected_redlistTW"
"8eed419e-2f77-435a-8f34-731dbfb5d272","species","Plantae","Nervilia cumberlegei","CR","NCR","corrected_redlistTW"
"4aeb9c84-c048-4997-a8ad-b0eb7d393e10","species","Plantae","Nervilia plicata","LC","NLC","corrected_redlistTW"
"fb3429c2-0398-4ca4-9cf0-5b88f9d2911c","species","Plantae","Oberonia caulescens","LC","NLC","corrected_redlistTW"
"d3580ceb-d2f4-4ad1-8428-e1d47f10e966","species","Plantae","Oberonia insularis","VU","NVU","corrected_redlistTW"
"4ba40c6d-f598-452e-83e7-e1886f0d8ad5","species","Plantae","Odontochilus formosanus","LC","NLC","corrected_redlistTW"
"da96aff9-c950-4013-a280-a7e414262ae1","species","Plantae","Odontochilus lanceolatus","LC","NLC","corrected_redlistTW"
"9dc627f9-e89d-487f-98f9-0d20fd8a3561","species","Plantae","Oreorchis fargesii","VU","NVU","corrected_redlistTW"
"41aa494e-36bd-494d-976f-1705006d4e1d","species","Plantae","Oreorchis micrantha","VU","NVU","corrected_redlistTW"
"5513de13-a74b-42f9-b0ff-805f5495dd12","species","Plantae","Peristylus goodyeroides","LC","NLC","corrected_redlistTW"
"a0d259bd-a1c4-46b3-b433-e52dff8ff78e","species","Plantae","Peristylus intrudens","EN","NEN","corrected_redlistTW"
"70b59098-98bb-4a2d-8254-3678f959639d","species","Plantae","Phalaenopsis equestris","CR","NCR","corrected_redlistTW"
"1f59cb81-599d-411d-9857-1e88a3c80359","species","Plantae","Phreatia caulescens","CR","NCR","corrected_redlistTW"
"73b7412a-e56e-45ac-bdc7-53c9bcb0f848","species","Plantae","Phreatia formosana","LC","NLC","corrected_redlistTW"
"484064b1-6aa6-45f7-a1ef-913b0c87e00b","species","Plantae","Phreatia taiwaniana","NT","NNT","corrected_redlistTW"
"163c0b93-ccd4-402a-8f98-0145bf1b2c28","species","Plantae","Pinalia amica","LC","NLC","corrected_redlistTW"
"5c5a69ba-19b0-4cbb-837d-7b10a2f5348c","species","Plantae","Pinalia japonica","LC","NLC","corrected_redlistTW"
"acaf787d-150f-471e-b4fb-90586f58333d","species","Plantae","Pinalia ovata","LC","NLC","corrected_redlistTW"
"7777f99d-7616-48ff-a1ad-4e03bd24b6f4","species","Plantae","Platanthera brevicalcarata","LC","NLC","corrected_redlistTW"
"3a8dd1f6-6ea0-4ebe-af31-f259d6d09220","species","Plantae","Platanthera minor","LC","NLC","corrected_redlistTW"
"f41a7376-ab14-4572-ae5d-bf8ad550832d","species","Plantae","Platanthera stenoglossa","LC","NLC","corrected_redlistTW"
"6b66b961-2864-4293-9cd7-de6986e2aa5d","species","Plantae","Platanthera taiwanensis","NT","NNT","corrected_redlistTW"
"4556007b-9229-4356-801d-7dbc727b7d7c","species","Plantae","Platanthera yangmeiensis","NT","NNT","corrected_redlistTW"
"081afc01-a75e-424c-8ed9-99f220506f7a","species","Plantae","Pleione bulbocodioides","NT","NNT","corrected_redlistTW"
"96dab65e-3b31-446e-a71a-85c1cae55223","species","Plantae","Spiranthes × hongkongensis","NT","NNT","corrected_redlistTW"
"9326597f-90a9-4e91-a6f0-8ab5ebf2a4c8","species","Plantae","Spiranthes sinensis","LC","NLC","corrected_redlistTW"
"61779a78-9240-4eac-8d4b-76f9dc81663b","species","Plantae","Styloglossum densiflorum","LC","NLC","corrected_redlistTW"
"7c02d802-f0ff-44d1-bfdc-e02e574a6989","species","Plantae","Styloglossum formosanum","LC","NLC","corrected_redlistTW"
"c0da8950-6a0c-4402-9a6a-109b87f074cc","species","Plantae","Taeniophyllum compactum","NT","NNT","corrected_redlistTW"
"5f669cbb-1f94-483b-924d-055fa8bf326b","species","Plantae","Taeniophyllum crassipes","LC","NLC","corrected_redlistTW"
"fbcb2a7c-cc1a-4416-891c-1d5f06b49a6f","species","Plantae","Taeniophyllum glandulosum","NT","NNT","corrected_redlistTW"
"ebe10d87-f5f1-4dbb-95ab-40c87bb11c79","species","Plantae","Tainia cordifolia","LC","NLC","corrected_redlistTW"
"383b2b9e-54e3-450d-9f14-c7d24cc49128","species","Plantae","Tainia dunnii","LC","NLC","corrected_redlistTW"
"d7654cab-69ef-42b2-81c1-8586f9b1296c","species","Plantae","Tainia latifolia","VU","NVU","corrected_redlistTW"
"1d80b403-487e-4fd5-8d58-379d18235ab8","species","Plantae","Thrixspermum annamense","EN","NEN","corrected_redlistTW"
"fb1bc95b-df61-4de8-8c77-30b89ab629d4","species","Plantae","Thrixspermum eximium","EN","NEN","corrected_redlistTW"
"a99851ab-35b9-4662-b21f-121cbecda113","species","Plantae","Thrixspermum saruwatarii","LC","NLC","corrected_redlistTW"
"ca42d495-f084-4308-b6fc-18e028601862","species","Plantae","Thrixspermum subulatum","VU","NVU","corrected_redlistTW"
"c1039f71-8a05-402d-aba0-525fde1f060e","species","Plantae","Tipularia odorata","NT","NNT","corrected_redlistTW"
"6c8e80c7-a6b3-4dcf-a941-a7f6fed95e38","species","Plantae","Trichoglottis luchuensis","LC","NLC","corrected_redlistTW"
"f86495d3-09a5-4664-80b1-e22582748b4a","species","Plantae","Tropidia sui","LC","NLC","corrected_redlistTW"
"db112e21-5823-4597-b478-703f593166ce","species","Plantae","Vanilla somae","LC","NLC","corrected_redlistTW"
"8f27ad5e-a44d-4e5a-a586-0523506ec768","species","Plantae","Yoania amagiensis","","NCR","corrected_redlistTW"
"7a824935-f299-42a8-93ed-f107858b3c42","species","Plantae","Zeuxine arisanensis","LC","NLC","corrected_redlistTW"
"a2180bc0-3e3c-4597-9e49-81053afa0e41","species","Plantae","Zeuxine nervosa","LC","NLC","corrected_redlistTW"
"68be1d22-3dbb-4fc7-a55c-ec5956a42bc2","species","Plantae","Zeuxine yehii","VU","NVU","corrected_redlistTW"
"187d3f66-b4ca-4620-b478-72705922e617","species","Plantae","Gastrochilus japonicus","","NLC","corrected_redlistTW"
